,vacancy,salary,link,site
338,Hardware Installation Engineer,ЗП не указана,https://hh.ru/vacancy/73886438?query=data+engineer,hh.ru
339,Senior SEO-Specialist,до 2 500 USD,https://hh.ru/vacancy/74150939?query=data+engineer,hh.ru
340,Старший продуктовый аналитик в команду «Поиск заказов»,250 000 – 350 000 руб.,https://hh.ru/vacancy/67773818?query=data+engineer,hh.ru
341,Инженер по информационной безопасности,ЗП не указана,https://hh.ru/vacancy/72665231?query=data+engineer,hh.ru
342,Devops team lead,ЗП не указана,https://hh.ru/vacancy/72810052?query=data+engineer,hh.ru
343,Group Chief risk officer (Russia and CEE),ЗП не указана,https://hh.ru/vacancy/67265720?query=data+engineer,hh.ru
344,Системный администратор BI-платформы (Qlik),ЗП не указана,https://hh.ru/vacancy/72489849?query=data+engineer,hh.ru
345,Ведущий инженер автоматизации тестирования (Java) / AQA back,ЗП не указана,https://hh.ru/vacancy/74124671?query=data+engineer,hh.ru
346,Специалист MS SQL,ЗП не указана,https://hh.ru/vacancy/70034071?query=data+engineer,hh.ru
347,Системный архитектор,ЗП не указана,https://hh.ru/vacancy/74135634?query=data+engineer,hh.ru
348,Assistant Professor - Software Development and Engineering,ЗП не указана,https://hh.ru/vacancy/73329620?query=data+engineer,hh.ru
349,Middle DevOps инженер,ЗП не указана,https://hh.ru/vacancy/73089019?query=data+engineer,hh.ru
350,Контент-менеджер,20 000 – 50 000 руб.,https://hh.ru/vacancy/72759805?query=data+engineer,hh.ru
351,Senior QA automation engineer,ЗП не указана,https://hh.ru/vacancy/72478666?query=data+engineer,hh.ru
352,Инженер данных(стажер),ЗП не указана,https://hh.ru/vacancy/73592939?query=data+engineer,hh.ru
353,Senior Front-end developer,от 3 500 EUR,https://hh.ru/vacancy/74114271?query=data+engineer,hh.ru
354,DevOps инженер,ЗП не указана,https://hh.ru/vacancy/72138865?query=data+engineer,hh.ru
355,Team lead Java,ЗП не указана,https://hh.ru/vacancy/73012419?query=data+engineer,hh.ru
356,Инженер сетей хранения данных и СРК,ЗП не указана,https://hh.ru/vacancy/71835864?query=data+engineer,hh.ru
357,Data Scientist (Senior),ЗП не указана,https://hh.ru/vacancy/74091926?query=data+engineer,hh.ru
358,Ведущий разработчик C [MTS NaaS],ЗП не указана,https://hh.ru/vacancy/70467830?query=data+engineer,hh.ru
359,Инженер поддержки приложений (UCP),ЗП не указана,https://hh.ru/vacancy/73145408?query=data+engineer,hh.ru
360,Ведущий инженер отдела эксплуатации,ЗП не указана,https://hh.ru/vacancy/73044334?query=data+engineer,hh.ru
361,"Algorithms and Models Engineer for L2+ layer (4G/LTE, 5G)",ЗП не указана,https://hh.ru/vacancy/72822744?query=data+engineer,hh.ru
362,Requirements and Specification Engineer (RSE),ЗП не указана,https://hh.ru/vacancy/72822748?query=data+engineer,hh.ru
363,Project Engineer,ЗП не указана,https://hh.ru/vacancy/73863330?query=data+engineer,hh.ru
364,Senior Product Manager,ЗП не указана,https://hh.ru/vacancy/74103546?query=data+engineer,hh.ru
365,Ведущий системный инженер PostgreSQL,ЗП не указана,https://hh.ru/vacancy/74085415?query=data+engineer,hh.ru
366,Middle QA Auto Engineer,120 000 – 180 000 руб.,https://hh.ru/vacancy/74088101?query=data+engineer,hh.ru
367,Contracts Specialist,ЗП не указана,https://hh.ru/vacancy/73776638?query=data+engineer,hh.ru
368,Администратор баз данных (DBA),ЗП не указана,https://hh.ru/vacancy/55087027?query=data+engineer,hh.ru
369,Системный администратор Linux,ЗП не указана,https://hh.ru/vacancy/72462061?query=data+engineer,hh.ru
370,Lead / Architect .NET developer,ЗП не указана,https://hh.ru/vacancy/74075883?query=data+engineer,hh.ru
371,Senior Gateway Engineer,от 5 000 USD,https://hh.ru/vacancy/74062673?query=data+engineer,hh.ru
372,"Data Engineer, Платформа, Обработка и хранение данных",ЗП не указана,https://hh.ru/vacancy/72692174?query=data+engineer,hh.ru
373,Data Analyst,ЗП не указана,https://hh.ru/vacancy/74046414?query=data+engineer,hh.ru
374,BI Reporting Engineer,ЗП не указана,https://hh.ru/vacancy/74044007?query=data+engineer,hh.ru
375,Руководитель трайба клиентских путей / Tech lead Java / Python (CJ Monitoring & Discovery),ЗП не указана,https://hh.ru/vacancy/74053566?query=data+engineer,hh.ru
376,"Инженер Hadoop ops, Платформа, Хранение и обработка данных",ЗП не указана,https://hh.ru/vacancy/69991419?query=data+engineer,hh.ru
377,Lead Product Analyst (WMS),ЗП не указана,https://hh.ru/vacancy/74040948?query=data+engineer,hh.ru
378,English tutor for IT,ЗП не указана,https://hh.ru/vacancy/70973447?query=data+engineer,hh.ru
379,Продуктовый аналитик в команду «Метамодель»,ЗП не указана,https://hh.ru/vacancy/67163666?query=data+engineer,hh.ru
380,Аналитик-исследователь в команду маркетинговой аналитики,ЗП не указана,https://hh.ru/vacancy/71347258?query=data+engineer,hh.ru
381,Специалист по планированию ТОиР / Maintenance Planner,ЗП не указана,https://hh.ru/vacancy/73890798?query=data+engineer,hh.ru
382,Продуктовый аналитик в команду «Поиск заказов»,ЗП не указана,https://hh.ru/vacancy/71398844?query=data+engineer,hh.ru
383,"Старший аналитик, Поиск и Каталог",ЗП не указана,https://hh.ru/vacancy/69496682?query=data+engineer,hh.ru
384,Контент- менеджер в группу по работе с внутренними ИТ-сообществами,ЗП не указана,https://hh.ru/vacancy/74056971?query=data+engineer,hh.ru
385,Senior Internal Auditor,ЗП не указана,https://hh.ru/vacancy/72752394?query=data+engineer,hh.ru
386,Специалист по закупкам и планированию,до 150 000 руб.,https://hh.ru/vacancy/74039004?query=data+engineer,hh.ru
387,Senior Data Scientist,от 300 000 руб.,https://hh.ru/vacancy/72012099?query=data+engineer,hh.ru
388,Дата инженер,ЗП не указана,https://hh.ru/vacancy/74010302?query=data+engineer,hh.ru
389,Senior Infrastructure/DevOps Engineer,от 4 500 USD,https://hh.ru/vacancy/72706411?query=data+engineer,hh.ru
390,QA-инженер,ЗП не указана,https://hh.ru/vacancy/74015171?query=data+engineer,hh.ru
391,Python Team Lead (SberData),ЗП не указана,https://hh.ru/vacancy/69491556?query=data+engineer,hh.ru
392,Python разработчик в CM.Expert (Яндекс Вертикали),ЗП не указана,https://hh.ru/vacancy/72805901?query=data+engineer,hh.ru
393,Inspection Officer (POSE),ЗП не указана,https://hh.ru/vacancy/72671043?query=data+engineer,hh.ru
394,Инженер ИТ инфраструктуры,ЗП не указана,https://hh.ru/vacancy/72298504?query=data+engineer,hh.ru
395,Реверс-инженер,ЗП не указана,https://hh.ru/vacancy/69772122?query=data+engineer,hh.ru
396,SDET,ЗП не указана,https://hh.ru/vacancy/73985223?query=data+engineer,hh.ru
397,Инженер группы эксплуатации сети,ЗП не указана,https://hh.ru/vacancy/72206555?query=data+engineer,hh.ru
398,Системный администратор Linux,ЗП не указана,https://hh.ru/vacancy/71573026?query=data+engineer,hh.ru
399,Ведущий инженер-конструктор в команду робототехники Маркета,ЗП не указана,https://hh.ru/vacancy/74001373?query=data+engineer,hh.ru
400,Middle QA Automation Engineer,ЗП не указана,https://hh.ru/vacancy/70699968?query=data+engineer,hh.ru
401,Инженер по информационной безопасности,ЗП не указана,https://hh.ru/vacancy/72124082?query=data+engineer,hh.ru
402,IT recruiter (middle),ЗП не указана,https://hh.ru/vacancy/73912592?query=data+engineer,hh.ru
403,Middle ML Engineer,ЗП не указана,https://hh.ru/vacancy/73872273?query=data+engineer,hh.ru
404,Middle/Senior QA Engineer (Web),ЗП не указана,https://hh.ru/vacancy/73887594?query=data+engineer,hh.ru
405,Системный аналитик на продукт Скоринг (Big Data),ЗП не указана,https://hh.ru/vacancy/73864679?query=data+engineer,hh.ru
406,Руководитель отдела контроля качества,ЗП не указана,https://hh.ru/vacancy/72397654?query=data+engineer,hh.ru
407,Automation & Digitalization Team Leader,ЗП не указана,https://hh.ru/vacancy/73353876?query=data+engineer,hh.ru
408,Архитектор Data Platform,ЗП не указана,https://hh.ru/vacancy/73845454?query=data+engineer,hh.ru
409,DevOps инженер/Системный Администратор Linux,ЗП не указана,https://hh.ru/vacancy/55566015?query=data+engineer,hh.ru
410,Hadoop\Python Developer(Middle\Senior),ЗП не указана,https://hh.ru/vacancy/73044146?query=data+engineer,hh.ru
411,Team Lead NLP Engineer,ЗП не указана,https://hh.ru/vacancy/72951544?query=data+engineer,hh.ru
412,"QA Engineer for multinational IT company, remote",от 200 000 руб.,https://hh.ru/vacancy/73850095?query=data+engineer,hh.ru
413,Senior DevOps engineer/DevOps engineer (Kubernetes),ЗП не указана,https://hh.ru/vacancy/66218950?query=data+engineer,hh.ru
414,Java-разработчик в Эквайринг,ЗП не указана,https://hh.ru/vacancy/73866964?query=data+engineer,hh.ru
415,Разработчик Hadoop Big Data (стрим Витрины ПИК),ЗП не указана,https://hh.ru/vacancy/72048399?query=data+engineer,hh.ru
416,Middle Java разработчик (Анализ состояния клиента),ЗП не указана,https://hh.ru/vacancy/73868522?query=data+engineer,hh.ru
417,Middle Backend Java Developer,от 200 000 руб.,https://hh.ru/vacancy/73849977?query=data+engineer,hh.ru
418,Senior Data Engineer,ЗП не указана,https://hh.ru/vacancy/72357617?query=data+engineer,hh.ru
419,Head of QA,ЗП не указана,https://hh.ru/vacancy/73866882?query=data+engineer,hh.ru
420,Data analyst / Data engineer / Руководитель отдела аналитики,150 000 – 300 000 руб.,https://hh.ru/vacancy/71314260?query=data+engineer,hh.ru
421,Middle/Senior Java разработчик,ЗП не указана,https://hh.ru/vacancy/73020647?query=data+engineer,hh.ru
422,Construction Progress Engineer,ЗП не указана,https://hh.ru/vacancy/73833879?query=data+engineer,hh.ru
423,Product Owner (B2C),ЗП не указана,https://hh.ru/vacancy/72873181?query=data+engineer,hh.ru
424,Procurement Progress Engineer,ЗП не указана,https://hh.ru/vacancy/73833884?query=data+engineer,hh.ru
425,Marketing Manager APAC,от 80 000 руб.,https://hh.ru/vacancy/72413751?query=data+engineer,hh.ru
426,DevOps-инженер,ЗП не указана,https://hh.ru/vacancy/71509355?query=data+engineer,hh.ru
427,QA Engineer Remote,ЗП не указана,https://hh.ru/vacancy/72347308?query=data+engineer,hh.ru
428,"ML инженер, Эффективность рекламы",ЗП не указана,https://hh.ru/vacancy/68218896?query=data+engineer,hh.ru
429,"Аналитик данных, Аналитика поиска",ЗП не указана,https://hh.ru/vacancy/67337786?query=data+engineer,hh.ru
430,Product Manager (Middle or Senior),ЗП не указана,https://hh.ru/vacancy/73813983?query=data+engineer,hh.ru
431,Системный аналитик,от 230 000 руб.,https://hh.ru/vacancy/72750099?query=data+engineer,hh.ru
432,Product manager,ЗП не указана,https://hh.ru/vacancy/73827998?query=data+engineer,hh.ru
433,Delivery manager,ЗП не указана,https://hh.ru/vacancy/73814073?query=data+engineer,hh.ru
434,Старший инженер по технической поддержке (Администратор БД),ЗП не указана,https://hh.ru/vacancy/55065844?query=data+engineer,hh.ru
435,Старший инженер (сопровождение АБС),ЗП не указана,https://hh.ru/vacancy/73532724?query=data+engineer,hh.ru
436,Руководитель Лаборатории искусственного интеллекта,ЗП не указана,https://hh.ru/vacancy/73823319?query=data+engineer,hh.ru
437,СТО (Реклама),ЗП не указана,https://hh.ru/vacancy/73734320?query=data+engineer,hh.ru
438,Java-разработчик,ЗП не указана,https://hh.ru/vacancy/73812902?query=data+engineer,hh.ru
439,Data Scientist (ML Space),ЗП не указана,https://hh.ru/vacancy/73767496?query=data+engineer,hh.ru
440,Аналитик в Центр Компетенций Управления Данными,ЗП не указана,https://hh.ru/vacancy/70341726?query=data+engineer,hh.ru
441,Java Developer,ЗП не указана,https://hh.ru/vacancy/70837691?query=data+engineer,hh.ru
442,"DevOps - инженер (Docker, Kubernetes)",ЗП не указана,https://hh.ru/vacancy/73756725?query=data+engineer,hh.ru
443,Главный архитектор данных / Chief data architect,ЗП не указана,https://hh.ru/vacancy/73470423?query=data+engineer,hh.ru
444,Директор по разработке моделей,ЗП не указана,https://hh.ru/vacancy/68840451?query=data+engineer,hh.ru
445,Reliability Leader,ЗП не указана,https://hh.ru/vacancy/73767849?query=data+engineer,hh.ru
446,Junior Data Engineer/ BI Аналитик,ЗП не указана,https://hh.ru/vacancy/71547628?query=data+engineer,hh.ru
447,"Technical Support Engineer, to Armenia",ЗП не указана,https://hh.ru/vacancy/73717456?query=data+engineer,hh.ru
448,Senior Growth Analyst,ЗП не указана,https://hh.ru/vacancy/73731104?query=data+engineer,hh.ru
449,PHP Developer (команда пользователей и онбординга ВКонтакте),ЗП не указана,https://hh.ru/vacancy/73100947?query=data+engineer,hh.ru
450,Главный архитектор данных / Chief data architect,ЗП не указана,https://hh.ru/vacancy/73470423?query=data+engineer,hh.ru
451,Директор по разработке моделей,ЗП не указана,https://hh.ru/vacancy/68840451?query=data+engineer,hh.ru
452,Reliability Leader,ЗП не указана,https://hh.ru/vacancy/73767849?query=data+engineer,hh.ru
453,Junior Data Engineer/ BI Аналитик,ЗП не указана,https://hh.ru/vacancy/71547628?query=data+engineer,hh.ru
454,"Technical Support Engineer, to Armenia",ЗП не указана,https://hh.ru/vacancy/73717456?query=data+engineer,hh.ru
455,Senior Growth Analyst,ЗП не указана,https://hh.ru/vacancy/73731104?query=data+engineer,hh.ru
456,PHP Developer (команда пользователей и онбординга ВКонтакте),ЗП не указана,https://hh.ru/vacancy/73100947?query=data+engineer,hh.ru
457,Java разработчик в Tinkoff Black,ЗП не указана,https://hh.ru/vacancy/67666737?query=data+engineer,hh.ru
458,Бизнес-аналитик (ETL),ЗП не указана,https://hh.ru/vacancy/72710528?query=data+engineer,hh.ru
459,Financial data analyst,ЗП не указана,https://hh.ru/vacancy/73717838?query=data+engineer,hh.ru
460,DevOps инженер (Big Data),ЗП не указана,https://hh.ru/vacancy/70513311?query=data+engineer,hh.ru
461,QA engineer (Проект Customer Data Platform),ЗП не указана,https://hh.ru/vacancy/72698979?query=data+engineer,hh.ru
462,Middle QA engineer на продукт Golden Record (Big Data),ЗП не указана,https://hh.ru/vacancy/73698970?query=data+engineer,hh.ru
463,Enterprise architect,ЗП не указана,https://hh.ru/vacancy/72360551?query=data+engineer,hh.ru
464,Senior Backend Developer,5 000 – 7 000 USD,https://hh.ru/vacancy/73670579?query=data+engineer,hh.ru
465,Администратор баз данных / DBA,ЗП не указана,https://hh.ru/vacancy/68438092?query=data+engineer,hh.ru
466,Microservices Developer,ЗП не указана,https://hh.ru/vacancy/73709766?query=data+engineer,hh.ru
467,SRE/DevOps (IT продукт/CDP платформа),ЗП не указана,https://hh.ru/vacancy/68073855?query=data+engineer,hh.ru
468,QA Automation Engineer,ЗП не указана,https://hh.ru/vacancy/73693350?query=data+engineer,hh.ru
469,Senior Product Owner Anti-Fraud,ЗП не указана,https://hh.ru/vacancy/72376226?query=data+engineer,hh.ru
470,Senior/Middle Data Engineer (Promo Forecast),ЗП не указана,https://hh.ru/vacancy/71066733?query=data+engineer,hh.ru
471,Менеджер продукта в команду сообществ,ЗП не указана,https://hh.ru/vacancy/71786207?query=data+engineer,hh.ru
472,Главный инженер по качеству,ЗП не указана,https://hh.ru/vacancy/72084949?query=data+engineer,hh.ru
473,Performance Marketing Communication Manager,ЗП не указана,https://hh.ru/vacancy/73906733?query=data+engineer,hh.ru
474,"Machine learning engineer (проект ""Группы"")",ЗП не указана,https://hh.ru/vacancy/68447647?query=data+engineer,hh.ru
475,Senior Product Analyst (Офис),250 000 – 400 000 руб.,https://hh.ru/vacancy/73582718?query=data+engineer,hh.ru
476,Senior Data Scientist (Rec. system),ЗП не указана,https://hh.ru/vacancy/73596842?query=data+engineer,hh.ru
477,Middle Data analyst,ЗП не указана,https://hh.ru/vacancy/73500462?query=data+engineer,hh.ru
478,Customer Success Manager,ЗП не указана,https://hh.ru/vacancy/73589267?query=data+engineer,hh.ru
479,Senior QA auto Python [DSP],ЗП не указана,https://hh.ru/vacancy/73518616?query=data+engineer,hh.ru
480,Auto QA инженер (тестирование),ЗП не указана,https://hh.ru/vacancy/71575377?query=data+engineer,hh.ru
481,Data analyst [B2B Sales],ЗП не указана,https://hh.ru/vacancy/73538879?query=data+engineer,hh.ru
482,Senior QA Automation Engineer,от 3 000 EUR,https://hh.ru/vacancy/71607181?query=data+engineer,hh.ru
483,Руководитель R&D / ML Research Lead (MY.GAMES),ЗП не указана,https://hh.ru/vacancy/72237016?query=data+engineer,hh.ru
484,Product Researcher / Finance Analyst,65 000 – 85 000 руб.,https://hh.ru/vacancy/73506775?query=data+engineer,hh.ru
485,Senior DBA / Администратор баз данных,ЗП не указана,https://hh.ru/vacancy/73541299?query=data+engineer,hh.ru
486,Project Manager,ЗП не указана,https://hh.ru/vacancy/73524980?query=data+engineer,hh.ru
487,Senior JAVA backend & AWS,до 250 000 руб.,https://hh.ru/vacancy/71093380?query=data+engineer,hh.ru
488,DevOps engineer на продукт BI Tools (Big Data),ЗП не указана,https://hh.ru/vacancy/73453669?query=data+engineer,hh.ru
489,"DSP Researcher Scientist, to Armenia",ЗП не указана,https://hh.ru/vacancy/73468748?query=data+engineer,hh.ru
490,Системный инженер,100 000 – 200 000 руб.,https://hh.ru/vacancy/73059111?query=data+engineer,hh.ru
491,Senior Product Owner (криптовалютный процессинг),250 000 – 300 000 руб.,https://hh.ru/vacancy/73763131?query=data+engineer,hh.ru
492,IT Специалист/ Engineer (RPA),ЗП не указана,https://hh.ru/vacancy/73455080?query=data+engineer,hh.ru
493,Big Data Platform Engineer,ЗП не указана,https://hh.ru/vacancy/69027863?query=data+engineer,hh.ru
494,SEO Specialist,ЗП не указана,https://hh.ru/vacancy/73527822?query=data+engineer,hh.ru
495,Senior Expert (Engeeniring Data Managment) \ Главный эксперт по инженерным данным,ЗП не указана,https://hh.ru/vacancy/71114250?query=data+engineer,hh.ru
496,Инженер (LabView),ЗП не указана,https://hh.ru/vacancy/69581088?query=data+engineer,hh.ru
497,Эксперт инженерных данных (EDM \ управление инженерными данными),ЗП не указана,https://hh.ru/vacancy/71112507?query=data+engineer,hh.ru
498,Go Engineer (Golang Developer),ЗП не указана,https://hh.ru/vacancy/68581759?query=data+engineer,hh.ru
499,Lead Java Developer (to Yerevan),ЗП не указана,https://hh.ru/vacancy/73450848?query=data+engineer,hh.ru
